rank,action_id,action_date,dismiss_reason,dismissal_note,asin,amazon_title,amazon_system,ebay_item_id,ebay_title,ebay_condition,ebay_category,ebay_category_ids,seller_username,detected_ebay_platform,game_name,region_code,format,type,features,release_year,stored_recommendation,current_recommendation,current_hard_blocks,current_warnings,pattern,rule_miss_class,evidence_dependency,opportunity_id,candidate_id,snapshot_id
339,ca14aebe-a7cf-4ce3-9943-8687196b69f7,2026-07-18T04:44:45.50641+00:00,wrong_edition_version,,B071X7QQKZ,Fire Emblem Warriors - Nintendo Switch [Nintendo Switch],,v1|406938626643|0,Fire Emblem Warriors: Three Hopes Switch Brand New Game (AUS 2022 Action),Brand New,Video Games; Video Games & Consoles,139973; 1249,unitedegaming,Switch,Fire Emblem Warriors: Three Hopes,Region Free; Japan,,,,2022,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,2bbf648a-c4f0-46fc-acf0-62667f425b3b,b1897c2c-fbcc-4428-811e-a9ee26b6970e,12741940-cd33-4691-b97b-7aec1cb043a6
340,5dfdc51e-0a92-4e45-85c9-5fbc1ce0ef9a,2026-07-18T04:44:45.10425+00:00,wrong_edition_version,,B071X7QQKZ,Fire Emblem Warriors - Nintendo Switch [Nintendo Switch],,v1|127964711167|0,Fire Emblem Warriors Three Hopes Nintendo Switch NEW Sealed Physical Game Action,Brand New,Video Games; Video Games & Consoles,139973; 1249,smart_home_stuff,Switch,Fire Emblem Warriors: Three Hopes,Japan,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,313438f7-d480-4739-b070-aead2276a269,a5a5e857-c53d-4dcf-bba5-be756ff6e3ed,0314cc85-2301-404c-b649-71377a79aee4
341,effa9b34-da2f-472d-af28-60ddacb2b098,2026-07-18T04:44:44.715397+00:00,wrong_edition_version,,B071X7QQKZ,Fire Emblem Warriors - Nintendo Switch [Nintendo Switch],,v1|336687056553|0,Fire Emblem Warriors Three Hopes Nintendo Switch NEW Sealed Physical Game Action,Brand New,Video Games; Video Games & Consoles,139973; 1249,skylanding,Switch,Fire Emblem Warriors: Three Hopes,Japan,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,2b4e3d44-e4a1-493a-944c-95292d917eaa,b098873b-1d7f-45ce-a5c4-cbed82f8d73a,8a5de6cb-34b2-4835-b488-015b034425e5
342,c680abbe-768e-46e4-8f6f-237df08d3d72,2026-07-18T04:44:44.395638+00:00,wrong_edition_version,,B071X7QQKZ,Fire Emblem Warriors - Nintendo Switch [Nintendo Switch],,v1|366539939112|0,Fire Emblem Warriors: Three Hopes Nintendo Switch - Sealed In Box - Brand New,Brand New,Video Games; Video Games & Consoles,139973; 1249,smallimp-56,Switch,Fire Emblem Warriors: Three Hopes,NTSC-U/C (US/Canada); JP,,,Multiplayer,2022,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,8c62e6a1-c863-4632-bc49-e2f5f08a29fb,1a4e2938-37c3-4222-af38-506d8de59ace,11cdc267-27c4-43e9-9694-c09070a6cbe1
343,8f07d48d-9024-48d3-bd05-35e839d2efd3,2026-07-18T04:44:43.988546+00:00,wrong_edition_version,,B071X7QQKZ,Fire Emblem Warriors - Nintendo Switch [Nintendo Switch],,v1|147101286331|0,Fire Emblem Warriors Nintendo Switch Game,Brand New,Video Games; Video Games & Consoles,139973; 1249,andbet_6140,Switch,Fire Emblem Warriors,,,,Multiplayer,,Probable Match,Probable Match,,,unclear/insufficient evidence,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,5a199901-40c4-4411-88ce-10ca02337720,e9e6de44-f1ae-43fb-824c-137a46538c1f,83c34497-71b5-44dc-96fd-d97c37530800
344,2c4ac620-cec5-4acf-9b82-099c0b85e1c0,2026-07-18T04:44:43.269997+00:00,wrong_edition_version,,B071X7QQKZ,Fire Emblem Warriors - Nintendo Switch [Nintendo Switch],,v1|117238696819|0,Fire Emblem Warriors Three Hopes Nintendo Switch NEW Sealed Physical Game Action,Brand New,Video Games; Video Games & Consoles,139973; 1249,gamerepublic,Switch,Fire Emblem Warriors: Three Hopes,Japan,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,4b01ea9e-b08a-4c12-bb90-5e4b3b07712b,ef9b8c29-4f31-4eff-a3b8-053a68023d39,8ce75b8d-6f34-4c48-a76d-89390f77e13c
345,b6ab11d4-1bde-4bd9-ba52-9f7e7a48246a,2026-07-18T04:44:14.97289+00:00,non_north_american_version,,B071X7QQKZ,Fire Emblem Warriors - Nintendo Switch [Nintendo Switch],,v1|178045519832|0,*NEW* Fire Emblem Warriors: Three Hopes (Australia Version) - Nintendo Switch,Brand New,Video Games; Video Games & Consoles,139973; 1249,i-anime,Switch,Fire Emblem,NTSC-U/C (US/Canada),,,,2023,Probable Match,Probable Match,,,non_north_american_version,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,ad6c6dd4-2545-4164-b241-cf036e0090dd,2fc431cf-01e5-43fc-8d12-ba28bca0028a,13d7184e-f055-4f33-b9ec-277a080883df
346,cabf864e-f13b-4249-becd-dc1062d8a385,2026-07-18T04:26:44.368844+00:00,incomplete_product,,B07THWLT73,NBA 2K20 Nintendo Switch,,v1|257552747121|0,NBA 2K19 And 2K20 Nintendo Switch Game BUNDLE X2 CASES ONLY,Brand New,Video Games; Video Games & Consoles,139973; 1249,eclecticmerch,Switch,NBA 2K20,NTSC-U/C (US/Canada),,,,,Probable Match,Probable Match,,,incomplete_product,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,5d666e8f-46b6-4849-98c2-c2805d7dcade,c4ff628b-a3b6-4307-915b-46af8a1fb2ef,e37186f4-e678-4676-b5dc-52b63cebcd77
347,50f869e7-c21e-49a7-90da-25d28f2a96b7,2026-07-18T04:16:29.788802+00:00,non_north_american_version,,B088MYGMPJ,Paper Mario: The Origami King - Nintendo Switch [video game],,v1|168523147060|0,"Paper Mario: The Origami King (Nintendo Switch, 2020)",Brand New,Video Games; Video Games & Consoles,139973; 1249,veum1979,Switch,Paper Mario: the Origami King,Region Free,,,"Multiplayer, Online Playability",2020,Probable Match,Probable Match,,,non_north_american_version,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,6ad97834-00f1-496f-b489-5767da1dc60f,5996aa50-a74b-4371-90aa-c40bbd8eaa34,6842643b-6533-45e6-98fa-7bc35efaf15c
348,e46d070f-9fcc-419c-a4d7-422553a1e030,2026-07-17T02:12:59.260792+00:00,incomplete_product,,B0009S4UOA,Call of Duty 2 - Xbox 360,,v1|227279888345|0,Call of Duty 2 Xbox 360 Video Game,Brand New,Video Games; Video Games & Consoles,139973; 1249,sygwhitehorse,Xbox 360,,,,,,,Probable Match,Probable Match,,,incomplete_product,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,f7f6c43c-8cb0-4a82-a1f3-89a862e77f94,c811985c-68ef-4bb7-9fe8-7a42371b3f05,a3b7a1ab-065e-45a4-8f11-6a95b6f5ac9c
349,ab369c74-0fff-4fc7-9c51-2acc36c28322,2026-07-17T02:12:49.807594+00:00,packaging_damage,,B00005BZC7,Shrek 2 - PlayStation 2 [video game],,v1|227424591852|0,DREAMWORKS: SHREK'S CARNIVAL CRAZE PARTY GAMES PLAYSTATION 2 PS2 NEW RARE,Brand New,Video Games; Video Games & Consoles,139973; 1249,silaguilard-0,PS 2,Shrek's Carnival Craze Party Games,NTSC-U/C (US/Canada),,,,,Probable Match,Probable Match,,,packaging_damage,evidence exists only in images,image_or_operator_visual_review,3eb45158-61fb-4556-b725-164fd4ef1b6b,c28fda22-aead-415b-857b-dfc7ba917dc7,899a317a-6e56-4e57-8f86-f1c16c1d6b23
350,ec9f6723-415a-4adb-a2c2-44fc71db8014,2026-07-17T02:12:35.961495+00:00,asin_blocked,,B003JZW6TG,Disney Sing It: Family Hits - Nintendo Wii,,v1|326279202758|0,"Disney Sing It: Family Hits (Nintendo Wii, 2010) Brand New Factory Sealed ",Brand New,Video Games & Consoles; Video Games,139973,midnightblissgames,Wii,Disney Sing It: Family Hits,,,,,2010,Probable Match,Blocked,non-US item location,,asin_blocked,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,9dde7b50-722c-42cc-9db8-b00b82e320e7,9701098d-c86e-49e0-b120-4a4b19a40ce0,30749dad-4409-44b8-a2e7-8720ef141b64
351,f08307ba-a1bb-4762-8f19-922b00e62f10,2026-07-17T02:11:30.953693+00:00,sales_velocity_too_low,,B0088X6IL6,Just Dance: Disney Party (Xbox 360),,v1|365366907418|0,Just Dance Disney Party Xbox 360 - Brand New and Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,thrifty.two.shop,Xbox 360,,,,,,,Probable Match,Probable Match,,,sales_velocity_too_low,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,da32bd13-1fe6-4ce7-ad60-a1cef5b840f1,ac39fbf7-ba53-4a01-8c74-353cfb4bce86,d0695782-2d8c-4872-bd29-8f91837c6c8b
352,01165592-1d0f-4a19-ba1a-df347e8a1010,2026-07-17T02:11:30.506555+00:00,sales_velocity_too_low,,B0088X6IL6,Just Dance: Disney Party (Xbox 360),,v1|188333083072|0,"Just Dance: Disney Party (Microsoft Xbox 360, 2012) Brand New",Brand New,Video Games; Video Games & Consoles,139973; 1249,achroous,Xbox 360,Just Dance: Disney Party,NTSC-U/C (US/Canada); Unknown,,,Kinect Compatible,2012,Probable Match,Probable Match,,,sales_velocity_too_low,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,60707a30-b82e-4fcb-bdb9-938b8c329342,f66b3e68-5995-495c-b857-2b2455879982,2af33b79-c089-459c-896e-c31a9409e708
353,64bc9d0d-3eac-4b74-adc3-bae72b92734a,2026-07-17T02:10:54.656208+00:00,missing_shrink_wrap,,B0062VM8LU,Final Fantasy XIII-2 Collector's Edition - Playstation 3 [PlayStation 3],,v1|388804944185|0,Final Fantasy XIII (NIB) + XIII-2 Collector's Edition (CIB) (Playstation 3) LOT,Brand New,Video Games; Video Games & Consoles,139973; 1249,blazeh-49,PS 3,Final Fantasy XIII,,,,Collector's Edition,,Probable Match,Probable Match,,,missing_shrink_wrap,evidence exists only in images,image_or_operator_visual_review,796a96dc-893a-4f3a-bdf6-0f3b8eb6e447,fc0fe982-ab8f-4092-a3ba-2d7f81f86776,11bdb75e-6970-4ad7-90ce-08ba32e32cab
354,72a917c5-88cd-4805-9b39-383f02cce48c,2026-07-17T02:10:42.38136+00:00,wrong_edition_version,,B000GUV10W,Cars - Xbox 360,,v1|127458160671|0,Cars 3: Driven to Win XBOX 360 DISNEY PIXAR - BRAND NEW FACTORY SEALED,Brand New,Video Games; Video Games & Consoles,139973; 1249,cribs3,Xbox 360,Cars 3: Driven to Win,Region Free,,,,2017,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,ce456d24-28ab-4de5-aba2-7e473cf32d02,222466c4-f569-4827-9314-e2c0c74a2cc8,7f686fc1-4ea0-4f9b-828a-65eadaefabe2
355,50bd0e31-cd7e-439e-8d78-e390e4498007,2026-07-17T02:10:37.167746+00:00,wrong_edition_version,,B002BUUM00,Marvel Super Hero Squad - Nintendo Wii [Nintendo Wii],,v1|224001622961|0,Nintendo Wii Marvel Super Hero Squad Comic Combat -uDraw- Factory Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,zorvana,Wii,Marvel Super Hero Squad: Comic Combat,NTSC-U/C (US/Canada); United States,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,237fd5bf-85bc-43da-8c14-0a3b6953a1f1,39d3651f-6ac7-42d7-b2d3-c121553f3cfe,bbe5e849-943b-42cf-9bdb-bad7bac72fb5
356,7ef97ce7-e7d7-4c51-ae62-b79b6df3ffe4,2026-07-17T02:10:36.782892+00:00,wrong_edition_version,,B002BUUM00,Marvel Super Hero Squad - Nintendo Wii [Nintendo Wii],,v1|406945086729|0,"Marvel Super Hero Squad (Nintendo Wii, 2009) Sealed",Brand New,Video Games; Video Games & Consoles,139973; 1249,nadineg333,Wii,Marvel Super Hero Squad,United States,,,,2009,Probable Match,Probable Match,,,unclear/insufficient evidence,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,d59b5190-c68e-4a50-977f-2fbf0f817e97,061d0bcb-33ca-454f-8b16-b49a3d5a7ff5,a0af44c1-4b4c-4fb5-8f90-547177c69163
357,fe0b96c2-93a9-4ebf-b2e2-94bf8585f41a,2026-07-17T02:10:22.103792+00:00,wrong_product,,B00AXI9XIE,DISNEY INFINITY Starter Pack PS3 [PlayStation 3],,v1|124470594155|425342608932,Disney Infinity Star Wars Starter Pack 3.0 Edition Nintendo Wii U or PS3,Brand New,Video Games; Video Games & Consoles,139973; 1249,wyatt123-us,PS 3,Disney Infinity,"DVD: 1 (US, Canada...)",,,"Manual Included, Multiplayer",,Probable Match,Probable Match,,,unclear/insufficient evidence,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,98bd77c7-5a87-4473-a995-32a719e0922f,ba534da7-ba93-40cf-ab8b-7b4e951cf52e,448e0320-41f9-4f38-b385-61c709e69c6a
358,5abf034e-acb4-47e6-b485-71ba036273b2,2026-07-17T02:10:11.557886+00:00,packaging_damage,,B00AXI9XIE,DISNEY INFINITY Starter Pack PS3 [PlayStation 3],,v1|235816774458|0,NEW PLAYSTATION 3 DISNEY INFINITY MARVEL SUPER HEROES STARTER PACK,Brand New,Video Games; Video Games & Consoles,139973; 1249,chargersbaseball,PS 3,Disney Infinity,NTSC-U/C (US/Canada),,,,,Probable Match,Probable Match,,,packaging_damage,evidence exists only in images,image_or_operator_visual_review,0a8bf6ec-3bf3-439a-b48c-fb5ce02359ce,b72005f8-f6b5-4e5e-be73-2a3d126e0811,32fa4520-02af-442d-a368-244f4dc06821
359,7504f31c-f1f7-4d53-9f8c-fffb55973f41,2026-07-17T01:54:19.712616+00:00,other,,B06WD6VNW7,Culdcept Revolt - Nintendo 3DS,,v1|168291240304|0,CULDCEPT REVOLT Nintendo 3DS NEW,Brand New,Video Games; Video Games & Consoles,139973; 1249,madjakv,3DS,Culdcept Revolt,NTSC-U/C (US/Canada); Japan,,,,,Probable Match,Blocked,non-US item location,,other,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,79102c41-5b32-4217-a986-2e75d8959868,8a3b6786-0f3a-420e-8205-c43317ce0458,e40d288e-d597-41a4-99a7-c1f743f0470c
360,920b71d7-368f-4836-b1b4-2f33479b3509,2026-07-17T01:52:13.846702+00:00,packaging_damage,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|198499480124|0,Minecraft Starter Collection Xbox One Complete w/ Manual CIB NEW SEALED,Brand New,Video Games; Video Games & Consoles,139973; 1249,vendo_6080,Xbox One,Minecraft Starter Collection,NTSC-U/C (US/Canada),,,Manual Included,,Probable Match,Probable Match,,,packaging_damage,evidence exists only in images,image_or_operator_visual_review,8803ff0d-4b77-4131-93f0-ae437c1c31c0,4166fe0f-8fd8-4034-a20c-54a07b919ed0,0663784f-e1b4-4f2b-b98a-8b789717f234
361,09b7f6a3-0820-4b5b-9c2b-a1e6212dc9fc,2026-07-17T01:46:49.830498+00:00,missing_shrink_wrap,,B00IQCRKP2,Kinect Sports Rivals - XBOX One [video game],,v1|800329284593|0,"Kinect Sports Rivals (Xbox One, 2014) New Factory Sealed",Brand New,Video Games; Video Games & Consoles,139973; 1249,austins_collectables,Xbox One,Sports Rivals,NTSC-U/C (US/Canada); USA,,,,2014,Probable Match,Probable Match,,,missing_shrink_wrap,evidence exists only in images,image_or_operator_visual_review,0a3206ee-ca92-4767-93ec-f8ea1f9ce3be,8f491260-a9de-4ed3-a4fa-73c875b164e1,5f5b6383-dcd7-46d8-b8ac-a044ac0a44ec
362,de475e45-271b-41a4-849f-9a33a9833fe6,2026-07-17T01:46:37.981128+00:00,missing_shrink_wrap,,B00IQCRKP2,Kinect Sports Rivals - XBOX One [video game],,v1|278060677655|0,"Kinect Sports Rivals (Microsoft Xbox One, 2014) Video Game Brand New Sealed",Brand New,Video Games & Consoles; Video Games,139973,jwp902,Xbox One,Kinect Sports: Rivals,NTSC-U/C (US/Canada),,,Kinect Compatible,2014,Probable Match,Probable Match,,,missing_shrink_wrap,evidence exists only in images,image_or_operator_visual_review,3ac627df-c004-45cd-bcde-605ef0f0b0fc,dc313bc3-3cc8-4d59-a8a4-b41519d55436,842a288d-a5e6-42ad-8582-fc8544df96c5
363,2736d9d5-c65a-430e-862d-2ec5157b21fd,2026-07-17T01:46:20.681625+00:00,missing_shrink_wrap,,B084F358N1,The Outer Worlds - Nintendo Switch,,v1|203330157432|0,"The Outer Worlds (Nintendo Switch, 2020)",Brand New,Video Games & Consoles; Video Games,139973,ganchen46,Switch,The Outer Worlds,,,,,,Probable Match,Probable Match,,,missing_shrink_wrap,evidence exists only in images,image_or_operator_visual_review,7a02c8ce-0c43-4b25-a5a5-9886dd9e483d,f9ef13ac-bb3f-407d-9535-e3a6f71c011b,f1961cca-b399-4204-b4f3-6fcabfd8f315
364,8a90808f-31b6-4b5f-ba61-acba53da51cf,2026-07-17T01:42:31.977224+00:00,missing_shrink_wrap,,B000QB05BM,Mercenaries 2: World in Flames - PC [video game],,v1|168112938818|0,PC DVD-ROM version of the video game Mercenaries 2: World in Flames,Brand New,Video Games; Video Games & Consoles,139973; 1249,jtsurplus01,PC,Mercenaries 2: World in Flames,United States,,,,,Probable Match,Probable Match,,,missing_shrink_wrap,evidence exists only in images,image_or_operator_visual_review,e122b0a7-417f-4247-a0bc-a31910be0e96,b2cf978c-9c3a-448b-aa1d-65d174df8375,39de91e6-c558-4608-98a2-e89d9134cdef
365,c0b232fc-0018-4e79-8837-6d46846e336a,2026-07-17T01:40:14.747795+00:00,other,price too high,B0009WPZPY,Mortal Kombat Unchained - Sony PSP [video game],,v1|407028646126|0,Mortal Kombat Unchained PSP NTSC-U/C Fighting Multiplayer M Rated,Brand New,Video Games; Video Games & Consoles,139973; 1249,thosegel0,PSP,Mortal Kombat: Unchained,NTSC-U/C (US/Canada),,,"Multiplayer, Manual Included, Chess Kombat, Puzzle Kombat, Konquest Adventure",2006,Probable Match,Probable Match,,,other,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,18bb1982-108a-4e4f-a721-cbb4fb8ddfa7,de685dd7-4f61-438b-a8f1-ad9e4e614c67,ecb9817a-c6cf-47dd-904d-323d9c3d7d3c
366,905ca20a-2d0f-476a-9692-c0b81648cd5c,2026-07-17T01:40:14.372186+00:00,other,price too high,B0009WPZPY,Mortal Kombat Unchained - Sony PSP [video game],,v1|287382332763|0,MORTAL KOMBAT UNCHAINED - SONY PSP,Brand New,Video Games; Video Games & Consoles,139973; 1249,romaedgedga,PSP,Mortal Kombat: Unchained,,,,,,Probable Match,Probable Match,,,other,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,8e3c25e4-477c-4711-ba21-c0ea6303d060,df678024-5f9b-4dc6-abf1-4a808882205e,4b7e25b0-fa73-471e-9c55-23334798d7b6
367,ce1a4744-f6d8-4622-a2a4-af444b6e1701,2026-07-17T01:31:36.57479+00:00,wrong_edition_version,,B00KUYQZAU,Tom Clancy's Rainbow Six Siege - PC,,v1|257206826623|0,"Rainbow Six Siege Tom Clancy's Bonus (PC, 2015) Brand New",Brand New,Video Games & Consoles; Video Games,139973,lots-of-good-stuff,PC,Tom Clancy's Rainbow Six Siege [Bonus],Canada,,,Manual Included,2015,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,13969b32-adbd-41a1-9da4-0843141474c3,68389ec3-91c6-43e2-91f6-df793c36986a,891893db-2dbd-4c38-877d-22d33ddf81c1
368,9b1d398e-cf04-4e98-9036-8e6f84986021,2026-07-17T01:31:36.235751+00:00,wrong_edition_version,,B002BSA3EM,Nintendo Wii Fit Plus with Balance Board,,v1|117285861855|0,Nintendo Wii Fit Balance Board With Wii Fit Plus Video Game New In Box,Brand New,Video Games & Consoles; Video Games,139973,joydollen,Wii,Wii Fit Plus,,,,,,Probable Match,Probable Match,,,unclear/insufficient evidence,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,dddab64c-d3de-47b9-9e1d-7477d5197784,cedbac15-d425-4859-a13f-7fb3484e35a8,30e2d72d-5a99-4d5b-a90c-768c0485b524
369,c68566f0-9cf9-4f26-be03-38f37bf8da30,2026-07-17T01:31:35.846764+00:00,wrong_edition_version,,B003VJKJG2,Plants Vs. Zombies [Xbox 360],,v1|147067663660|0,NEW - Plants Vs Zombies Garden Warfare for Microsoft XBOX 360 SEALED *rips*,Brand New,Video Games; Video Games & Consoles,139973; 1249,spartanresale,Xbox 360,Plants Vs Zombies Garden Warfare,NTSC-U/C (US/Canada),NTSC (N. America),,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,1a53878f-0e95-4f54-ad15-baa58cafe24d,0e1b5758-d763-4d8f-93e9-bb72f15b4173,d2c3f0b1-4b94-406f-beaf-342dc8013469
370,7e6a7f1b-f8a5-4fb7-a880-bf80ebf9a730,2026-07-17T01:31:35.508027+00:00,wrong_edition_version,,B003VJKJG2,Plants Vs. Zombies [Xbox 360],,v1|168147767325|0,Electronic Arts Plants vs. Zombies: Garden Warfare Xbox 360 Shooter Multiplayer,Brand New,Video Games; Video Games & Consoles,139973; 1249,thegamevaultph2,Xbox 360,Plants vs. Zombies: Garden Warfare,NTSC-U/C (US/Canada),,,"Multiplayer, Online Playability, Co-op, Customizable Characters",2014,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,9e459cfa-995b-4510-af4e-6cb31963e9c8,4a2f6ab3-ae77-4923-9a28-4529edaaf84c,22da3d2c-b9f4-4478-96c5-8d0f1ae28c06
371,c9e212d0-b042-4c35-a4f1-a9ba52466798,2026-07-17T01:31:35.174433+00:00,wrong_edition_version,,B003VJKJG2,Plants Vs. Zombies [Xbox 360],,v1|389272818040|0,Plants Vs Zombies Garden Warfare - Microsoft Xbox 360 Online Only,Brand New,Video Games; Video Games & Consoles,139973; 1249,gtjtreasures,Xbox 360,Plants Vs Zombies Garden Warfare,,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,62bb1d07-702f-4d49-84a8-4668968854af,81d42932-710c-47b6-8c63-e97a7e6c91a6,b7ca8c82-f849-4ab6-935a-2f6125b7be4f
